Time,ID,x,y
0.000000,99,8.145438,-4.091802
0.000000,100,-2.065087,8.065051
0.000000,101,-5.283517,6.779717
0.000000,102,-2.477196,-5.996851
0.000000,103,-5.467131,-8.749467
0.000000,104,-0.898238,-8.677151
0.000000,105,3.308168,-5.925876
0.000000,106,-0.346104,-2.341073
0.000000,107,4.888602,6.387217
0.000000,108,3.969875,6.969318
0.000000,109,0.051873,-4.622198
0.000000,110,4.320198,8.705513
0.000000,111,-0.858061,-7.531920
0.000000,112,-3.876599,2.149894
0.000000,113,4.421942,1.241600
0.000000,114,1.977676,-1.541973
0.000000,115,0.792042,-8.537514
0.000000,116,-7.302374,-5.655206
0.000000,117,-9.279507,-2.489591
0.000000,118,-6.512128,-5.142375
0.000000,119,-7.125307,6.888189
0.000000,120,1.070947,-2.209184
0.000000,121,-4.048856,6.303453
0.000000,122,-5.629248,-9.657026
0.000000,123,3.581141,7.153072
0.000000,124,4.863849,3.100510
0.000000,125,3.733423,-3.783625
0.000000,126,-0.972840,-5.026845
0.000000,127,-9.892833,2.714483
0.000000,128,-6.025337,3.570499
0.000000,129,-1.379562,-5.566802
0.000000,130,6.145808,2.958092
0.000000,131,9.297507,-0.721448
0.000000,132,-7.777066,-2.697955
0.000000,133,-1.278156,6.616670
0.000000,134,1.434610,-8.502436
0.000000,135,-7.660545,4.483691
0.000000,136,-2.906205,9.015543
0.000000,137,-2.989807,-2.244807
0.000000,138,0.629149,8.298559
0.000000,139,-9.974920,0.780541
0.000000,140,5.733739,-3.465594
0.000000,141,-5.398022,5.888721
0.000000,142,-0.934483,3.658832
0.000000,143,-3.743426,-9.782326
0.000000,144,6.382856,-4.505177
0.000000,145,6.334316,6.127808
0.000000,146,6.154806,5.072772
0.000000,147,8.546729,-5.732265
0.000000,148,8.064669,-5.150456
0.000000,149,-7.019899,1.724197
0.000000,150,-2.772281,1.851806
0.000000,151,-8.506893,7.260032
0.000000,152,-6.847380,-3.927628
0.000000,153,0.170409,-7.819357
0.000000,154,-4.360145,-0.981420
0.000000,155,8.218455,0.214662
0.000000,156,-4.302912,4.201462
0.000000,157,9.420130,-4.459338
0.000000,158,5.949792,-5.731844
0.000000,159,-6.876679,3.131663
0.000000,160,2.868534,-7.499520
0.000000,161,-3.369151,2.527230
0.000000,162,7.034189,-3.442193
0.000000,163,9.458851,-6.032292
0.000000,164,-1.158466,-1.890968
0.000000,165,-4.364227,-3.871363
0.000000,166,9.492856,7.116265
0.000000,167,8.273129,-3.298173
0.000000,168,9.431003,-3.016269
0.000000,169,4.970978,-9.949097
0.000000,170,0.364197,-7.944497
0.000000,171,-8.240144,-0.441276
0.000000,172,-1.864606,-2.585138
0.000000,173,-4.114013,-7.003174
0.000000,174,9.618978,1.571190
0.000000,175,-9.279462,-0.754336
0.000000,176,-1.330433,-2.472633
0.000000,177,5.196497,0.992228
0.000000,178,-7.552230,5.905209
0.000000,179,-6.214513,-1.234554
0.000000,180,-2.366849,-2.188242
0.000000,181,9.272069,-7.731884
0.000000,182,-4.793863,-0.732536
0.000000,183,-5.167835,2.870411
0.000000,184,0.749204,-7.706133
0.000000,185,-7.016105,2.586324
0.000000,186,8.002429,6.645944
0.000000,187,-0.948861,-6.695771
0.000000,188,7.853431,-1.305222
0.000000,189,7.518430,-4.116661
0.000000,190,1.512977,-6.570945
0.000000,191,8.405941,-3.220647
0.000000,192,-7.753919,4.170083
0.000000,193,9.584482,-2.759594
0.000000,194,9.490387,3.564675
0.000000,195,4.339859,2.741961
0.000000,196,-1.083212,-8.853038
0.000000,197,-4.794606,9.645262
0.000000,198,9.555936,-3.947046
0.000000,199,-8.585235,-5.662335
0.000000,200,7.871325,-8.995217
0.000000,201,-2.254638,4.754838
0.000000,202,5.875211,-1.301800
0.000000,203,9.876279,8.180768
0.000000,204,-4.587994,-9.104945
0.000000,205,-1.414325,5.985939
0.000000,206,5.610976,3.397315
0.000000,207,-7.507337,-7.235710
0.000000,208,-1.371295,8.148822
0.000000,209,-2.676390,-8.169824
0.000000,210,2.650551,-5.093570
0.000000,211,-6.588747,-5.962427
0.000000,212,5.775690,-8.963839
0.000000,213,4.814425,-5.139879
0.000000,214,-3.330950,3.701616
0.000000,215,-0.867575,-2.153678
0.000000,216,-9.971673,-6.919462
0.000000,217,3.034721,-4.787183
0.000000,218,-3.760904,5.102650
0.000000,219,-7.361709,-3.272795
0.000000,220,-8.920241,-4.690361
0.000000,221,7.121951,-7.719893
0.000000,222,-6.054707,5.310010
0.000000,223,8.363576,9.403508
0.000000,224,8.419086,-3.644650
0.000000,225,2.561602,-0.595196
0.000000,226,-2.558722,3.452069
0.000000,227,6.245445,4.426843
0.000000,228,-6.347887,-7.306912
0.000000,229,6.062408,-4.685873
0.000000,230,1.253806,3.296489
0.000000,231,1.615038,-5.389646
0.000000,232,-6.308648,0.727284
0.000000,233,5.217860,1.279804
0.000000,234,-5.294168,-3.641611
0.000000,235,2.471107,-7.334817
0.000000,236,5.663588,8.654575
0.000000,237,-0.020966,-4.383789
0.000000,238,-9.584198,-0.830595
0.000000,239,2.855571,4.004989
0.000000,240,4.376225,6.154428
0.000000,241,-4.252043,-5.177634
0.000000,242,1.589331,4.235894
0.000000,243,4.846935,-2.889292
0.000000,244,8.710114,7.788021
0.000000,245,-4.724074,9.131178
0.000000,246,9.085904,9.411642
0.000000,247,8.779597,-2.278682
0.000000,248,0.744019,-7.930154
0.000000,249,-9.313024,2.581402
0.000000,250,-4.540930,-3.950125
0.000000,251,7.319961,-4.700408
0.000000,252,-8.457941,-8.206412
0.000000,253,4.575919,0.190625
0.000000,254,6.384662,8.246225
0.000000,255,-7.897385,-7.326604
0.000000,256,2.829600,-7.408989
0.000000,257,8.318265,2.620840
0.000000,258,-0.809658,6.741104
0.000000,259,0.630247,-8.272815
0.000000,260,5.020737,-7.709740
0.000000,261,3.322712,-1.436885
0.000000,262,-4.346182,9.438618
0.000000,263,3.060861,7.795584
0.000000,264,7.425868,1.654501
0.000000,265,7.103240,1.326901
0.000000,266,-4.897539,7.306214
0.000000,267,0.734420,1.915870
0.000000,268,9.914116,-7.676659
0.000000,269,-1.318728,-3.340693
0.000000,270,-4.933004,6.049761
0.000000,271,-5.037166,4.016458
0.000000,272,1.953898,5.895618
0.000000,273,3.945676,0.784773
0.000000,274,-2.501535,3.582865
0.000000,275,-4.105921,-8.216247
0.000000,276,-2.870680,8.851482
0.000000,277,-4.541392,-4.857144
0.000000,278,-9.262440,-6.328160
0.000000,279,-5.307591,-6.463884
0.000000,280,7.315125,-7.086306
0.000000,281,9.236612,4.183998
0.000000,282,-9.606229,-7.045689
0.000000,283,-9.733088,0.769184
0.000000,284,6.802795,-8.184999
0.000000,285,-8.465097,8.729088
0.000000,286,5.933542,-8.939363
0.000000,287,1.860862,-7.964090
0.000000,288,2.105603,-8.610828
0.000000,289,4.810895,-1.066169
0.000000,290,4.424688,-3.504593
0.000000,291,5.644054,1.038945
0.000000,292,8.346002,-6.654578
0.000000,293,-9.179723,6.111460
0.000000,294,-2.974551,6.630837
0.000000,295,2.141887,-2.925940
0.000000,296,1.046367,-4.030621
0.000000,297,-5.258369,9.107657
0.000000,298,-7.216438,-0.780556
0.000000,299,4.245448,5.993745
0.000000,300,-0.049411,1.450671
0.000000,301,6.108829,1.242327
0.000000,302,-5.044512,1.149709
0.000000,303,-1.430675,-3.040494
0.000000,304,6.816885,-8.021796
0.000000,305,7.636790,0.059272
0.000000,306,1.819069,2.416903
0.000000,307,4.839517,-2.038303
0.000000,308,6.436997,1.443469
0.000000,309,4.285437,5.594853
0.000000,310,-5.192350,-7.714969
0.000000,311,4.765775,7.822512
0.000000,312,0.801901,-2.252216
0.000000,313,-4.042997,-9.955540
0.000000,314,-8.740329,3.198383
0.000000,315,-2.767652,3.937115
0.000000,316,3.989609,-2.756962
0.000000,317,-2.496101,8.569608
0.000000,318,-8.035972,5.991634
0.000000,319,9.427548,4.154959
0.000000,320,-0.698171,2.255200
0.000000,321,5.862109,-9.836732
0.000000,322,1.687604,4.341746
0.000000,323,6.946127,0.745535
0.000000,324,-0.041216,-4.604057
0.000000,325,-5.358956,-7.417984
0.000000,326,6.734613,3.990492
0.000000,327,9.208366,-8.793990
0.000000,328,-2.998097,2.110891
0.000000,329,3.475063,-2.282468
0.000000,330,0.549877,-7.102736
0.000000,331,4.226688,-5.124207
0.000000,332,1.777812,6.722807
0.000000,333,4.235398,7.294290
0.000000,334,-4.536899,-7.963636
0.000000,335,-1.811670,8.725553
0.000000,336,0.347971,-2.490240
0.000000,337,-8.290789,8.423441
0.000000,338,-4.524290,2.814739
0.000000,339,5.233154,-8.137791
0.000000,340,-2.851707,-0.374808
0.000000,341,-3.263384,2.516831
0.000000,342,1.698385,-1.326043
0.000000,343,1.601923,1.581925
0.000000,344,-2.213406,-6.459161
0.000000,345,7.601465,7.516823
0.000000,346,2.216820,5.379425
0.000000,347,-1.819047,8.117164
0.000000,348,0.609483,2.355313
0.000000,349,-6.581595,-5.791031
0.000000,350,-8.779733,-8.521238
0.000000,351,5.056863,-4.470383
0.000000,352,-1.057548,-0.358804
0.000000,353,7.864432,-5.625353
0.000000,354,8.725657,-7.348708
0.000000,355,2.208177,8.521105
0.000000,356,-0.125324,-2.907794
0.000000,357,-3.011504,0.588675
0.000000,358,-6.195787,4.201058
0.000000,359,-8.067775,4.897500
0.000000,360,7.980787,2.132574
0.000000,361,-6.531850,6.647707
0.000000,362,-5.912916,1.256781
0.000000,363,6.528347,-2.186198
0.000000,364,5.320400,-3.409319
0.000000,365,-3.837949,-5.994734
0.000000,366,-8.992976,-7.767055
0.000000,367,-9.510038,5.026660
0.000000,368,-2.300268,-1.482136
0.000000,369,1.549850,-4.216438
0.000000,370,-2.481260,3.593351
0.000000,371,9.579025,-6.798540
0.000000,372,9.860359,-8.049555
0.000000,373,-2.081506,-8.550600
0.000000,374,2.690789,-3.066748
0.000000,375,-0.256749,-3.502109
0.000000,376,0.361723,0.392276
0.000000,377,-5.583088,5.522445
0.000000,378,1.788593,-6.256695
0.000000,379,-2.021207,-4.666789
0.000000,380,-4.769452,8.589569
0.000000,381,-1.167608,-7.989955
0.000000,382,-8.938018,6.366226
0.000000,383,3.788560,8.196788
0.000000,384,3.221286,3.066987
0.000000,385,-8.138997,-8.377573
0.000000,386,8.953406,9.716267
0.000000,387,-0.521475,-6.301493
0.000000,388,-1.532403,-7.456196
0.000000,389,-6.843056,4.034410
0.000000,390,-1.619462,-0.153817
0.000000,391,-5.203682,-8.003177
0.000000,392,-8.179900,5.322500
0.000000,393,7.640959,4.314573
0.000000,394,-1.159430,-1.536054
0.000000,395,-6.349723,-5.526460
0.000000,396,-3.756135,-1.503622
0.000000,397,-9.304266,2.500565
0.000000,398,-8.235406,-2.124284
0.000000,399,-6.833889,-9.990117
0.000000,400,-8.435576,-3.586553
0.000000,401,1.666796,5.777040
0.000000,402,-2.833023,-9.521072
0.000000,403,6.271452,-9.828081
0.000000,404,4.977440,-7.259955
0.000000,405,4.965171,9.194882
0.000000,406,2.863363,0.290351
0.000000,407,-8.720479,2.096358
0.000000,408,-7.624888,-9.030583
0.000000,409,-9.977707,5.420279
0.000000,410,-0.193060,-6.551888
0.000000,411,4.928501,7.426590
0.000000,412,-2.521345,6.800217
0.000000,413,7.553744,-8.237133
0.000000,414,5.775022,-0.967181
0.000000,415,-9.028945,-3.369606
0.000000,416,-5.511387,-0.482864
0.000000,417,-4.433150,-3.735892
0.000000,418,-0.906724,-3.886879
0.000000,419,-3.215804,-1.374745
0.000000,420,2.424389,-5.637391
0.000000,421,-4.845620,0.284037
0.000000,422,-9.300086,9.744905
0.000000,423,8.688981,-6.703801
0.000000,424,-9.160642,3.675603
0.000000,425,3.131089,2.958283
0.000000,426,-9.864347,-2.622124
0.000000,427,-8.194897,-3.667170
0.000000,428,9.972255,-2.978558
0.000000,429,-0.739907,-1.615020
0.000000,430,5.295172,-3.624357
0.000000,431,6.015641,-7.624316
0.000000,432,8.853257,1.834457
0.000000,433,6.819752,-2.180228
0.000000,434,3.236377,0.377107
0.000000,435,8.456350,-3.508061
0.000000,436,-1.878295,-6.459072
0.000000,437,1.064746,-1.207472
0.000000,438,-0.168534,5.946372
0.000000,439,-6.529869,-9.992081
0.000000,440,1.910676,-5.225524
0.000000,441,2.521255,7.613270
0.000000,442,0.525171,3.399300
0.000000,443,-7.732364,5.353497
0.000000,444,-3.335425,1.405301
0.000000,445,1.681336,-3.028374
0.000000,446,-8.561183,5.782456
0.000000,447,-8.319011,-5.817141
0.000000,448,1.747898,-3.419615
0.000000,449,-8.371279,1.876649
0.000000,450,-5.957320,-0.996287
0.000000,451,-6.450221,3.341756
0.000000,452,-6.615492,6.167764
0.000000,453,-0.972378,-7.552902
0.000000,454,0.414165,-5.386006
0.000000,455,6.647974,8.924464
0.000000,456,7.909834,-2.240955
0.000000,457,-3.518387,8.820624
0.000000,458,5.620723,1.011605
0.000000,459,7.178433,-6.985474
0.000000,460,2.611091,-6.503501
0.000000,461,-6.913790,8.279128
0.000000,462,9.907848,7.255773
0.000000,463,-4.357273,-0.585556
0.000000,464,1.515213,5.638603
0.000000,465,0.678467,-0.279911
0.000000,466,-0.689181,-2.973497
0.000000,467,4.635775,5.449343
0.000000,468,8.921382,8.085764
0.000000,469,-1.034392,-9.116696
0.000000,470,-7.091695,-1.782338
0.000000,471,0.500931,0.405049
0.000000,472,6.154597,3.984344
0.000000,473,3.177073,4.505844
0.000000,474,8.599016,4.508682
0.000000,475,-8.098038,-6.257783
0.000000,476,-8.835553,-6.870000
0.000000,477,-2.874895,-6.142920
0.000000,478,8.300226,5.534902
0.000000,479,4.469887,-4.755387
0.000000,480,4.478287,-3.652969
0.000000,481,-4.587567,-4.184258
0.000000,482,-1.723752,-3.765193
0.000000,483,1.087270,1.333426
0.000000,484,3.318331,-1.048086
0.000000,485,4.970555,-3.985633
0.000000,486,-3.051127,7.437144
0.000000,487,-8.748200,0.205772
0.000000,488,6.612405,9.897661
0.000000,489,-8.227954,0.467451
0.000000,490,-2.563677,-8.737562
0.000000,491,-4.545047,-7.049697
0.000000,492,2.946496,-2.833484
0.000000,493,-4.135570,-4.525664
0.000000,494,3.717033,8.250341
0.000000,495,9.117808,-1.736833
0.000000,496,-4.625808,7.012987
0.000000,497,7.191752,8.858819
0.000000,498,4.262372,-2.100568
0.000000,499,-2.109632,-5.860422
0.000000,500,1.264377,8.877485
0.000000,501,-4.349463,-5.527742
0.000000,502,0.814348,0.435803
0.000000,503,1.721965,9.200340
0.000000,504,6.401170,9.626172
0.000000,505,7.024110,-9.241846
0.000000,506,2.088007,-8.031295
0.000000,507,-8.332867,6.708661
0.000000,508,-9.735943,-4.122751
0.000000,509,-0.430299,2.480111
0.000000,510,3.499347,-5.729222
0.000000,511,5.023942,0.200880
0.000000,512,2.817151,7.723042
0.000000,513,3.487707,8.891154
0.000000,514,-5.278375,5.079266
0.000000,515,6.135034,9.242238
0.000000,516,8.827553,2.867473
0.000000,517,-3.069514,-3.680260
0.000000,518,9.704362,-6.416660
0.000000,519,1.755416,6.304780
0.000000,520,-7.874350,-5.170444
0.000000,521,-4.179604,6.481913
0.000000,522,-9.461288,8.525658
0.000000,523,-0.020219,0.269256
0.000000,524,8.613496,-9.611725
0.000000,525,5.000529,-1.986322
0.000000,526,-6.093240,-1.697418
0.000000,527,-6.436801,-0.844272
0.000000,528,1.869199,-1.093636
0.000000,529,6.568931,8.008337
0.000000,530,-9.632980,4.581404
0.000000,531,-4.613540,-0.445095
0.000000,532,-1.613872,-5.976022
0.000000,533,-9.612158,0.425872
0.000000,534,0.536545,7.845816
0.000000,535,7.036046,7.118464
0.000000,536,-9.141482,-8.870056
0.000000,537,1.889281,6.938017
0.000000,538,-7.887846,9.115421
0.000000,539,4.154115,-6.246525
0.000000,540,6.805904,-6.254786
0.000000,541,0.969101,-7.845690
0.000000,542,-5.846869,-6.027545
0.000000,543,-1.464532,8.678065
0.000000,544,-7.609132,3.686523
0.000000,545,3.939508,-0.341113
0.000000,546,6.528930,-0.744420
0.000000,547,9.299343,-6.731091
0.000000,548,1.802447,-8.423555
0.000000,549,3.726756,5.775063
0.000000,550,7.154314,8.988958
0.000000,551,1.030933,9.017934
0.000000,552,2.787073,0.283726
0.000000,553,6.176067,2.855609
0.000000,554,4.564711,-5.010044
0.000000,555,9.298090,2.982950
0.000000,556,-2.016806,9.083250
0.000000,557,-6.198226,2.690576
0.000000,558,6.841598,2.474667
0.000000,559,3.039448,1.335405
0.000000,560,-4.281101,5.935886
0.000000,561,-3.645812,-8.674764
0.000000,562,-6.047920,-3.432066
0.000000,563,-1.822943,-8.169663
0.000000,564,8.265319,3.878312
0.000000,565,-9.372349,-6.867682
0.000000,566,-2.126065,-4.546686
0.000000,567,-6.080090,-7.162689
0.000000,568,1.467942,2.856391
0.000000,569,-3.023308,4.122278
0.000000,570,0.037512,-4.636142
0.000000,571,-9.705789,-7.726098
0.000000,572,2.772018,5.596272
0.000000,573,2.086657,5.751790
0.000000,574,-6.858443,8.034150
0.000000,575,6.220313,1.012192
0.000000,576,2.537012,-8.364861
0.000000,577,-2.947075,6.261348
0.000000,578,-5.951278,3.666659
0.000000,579,-7.090446,5.964303
0.000000,580,-1.068837,-5.457486
0.000000,581,-2.184148,-7.954755
0.000000,582,2.630336,4.946783
0.000000,583,8.407377,-9.769541
0.000000,584,3.949634,-6.690507
0.000000,585,-9.723006,-2.156063
0.000000,586,-2.351604,-8.282363
0.000000,587,0.983536,-7.418963
0.000000,588,-3.852024,6.590682
0.000000,589,-7.421686,4.613309
0.000000,590,8.985912,-9.524791
0.000000,591,-3.239863,1.067077
0.000000,592,-8.216622,8.424565
0.000000,593,-6.119361,-9.902455
0.000000,594,-5.511316,-3.362943
0.000000,595,6.439289,-7.389760
0.000000,596,6.003337,-5.546833
0.000000,597,4.717226,-0.408601
0.000000,598,0.579264,-8.737939
0.000000,599,2.745655,6.543891
0.000000,600,-3.173959,-0.382544
0.000000,601,-7.171393,8.254291
0.000000,602,-2.673722,-9.637143
0.000000,603,7.130753,4.338095
0.000000,604,8.700601,-0.474795
0.000000,605,-6.148612,-2.000581
0.000000,606,-3.472128,3.459874
0.000000,607,-6.022231,-8.411802
0.000000,608,-1.799985,8.667367
0.000000,609,-5.523898,-7.506949
0.000000,610,0.878123,5.999130
0.000000,611,5.831277,5.198435
0.000000,612,0.124340,-8.775784
0.000000,613,2.263704,-6.510441
0.000000,614,-2.790168,-2.025817
0.000000,615,-6.273670,-6.596048
0.000000,616,0.452661,-1.609098
0.000000,617,8.054862,-6.991221
0.000000,618,-8.840588,-4.792981
0.000000,619,9.976662,-7.452895
0.000000,620,-2.598282,3.915596
0.000000,621,-7.837682,4.381075
0.000000,622,8.208769,4.248280
0.000000,623,8.101483,3.363267
0.000000,624,-9.421582,-0.912123
0.000000,625,3.504670,-8.044645
0.000000,626,7.912550,7.341450
0.000000,627,-9.654483,-0.501498
0.000000,628,-8.734931,-3.232033
0.000000,629,-8.158240,0.357190
0.000000,630,-2.374538,4.478762
0.000000,631,-9.950849,0.938814
0.000000,632,8.775351,1.799593
0.000000,633,2.807159,3.455205
0.000000,634,-1.938122,-6.389386
0.000000,635,5.985842,4.567731
0.000000,636,3.042759,-1.516742
0.000000,637,-7.317729,-0.152666
0.000000,638,-5.824114,0.999401
0.000000,639,-2.572183,1.095305
0.000000,640,-1.305790,9.664540
0.000000,641,8.972975,7.579097
0.000000,642,-3.333651,-6.656153
0.000000,643,3.601915,-5.076250
0.000000,644,-0.829529,-9.919256
0.000000,645,7.904028,9.200574
0.000000,646,1.949910,-3.967871
0.000000,647,-2.353835,4.486871
0.000000,648,3.155032,0.326784
0.000000,649,-8.327711,9.189016
0.000000,650,-8.559810,-4.720520
0.000000,651,-1.903188,9.449206
0.000000,652,2.435852,6.022996
0.000000,653,7.518373,-3.324394
0.000000,654,4.043038,8.023091
0.000000,655,0.024152,2.805533
0.000000,656,-9.566500,3.120235
0.000000,657,-3.089400,-2.663791
0.000000,658,-2.083575,3.418602
0.000000,659,-3.106717,7.635774
0.000000,660,3.918108,2.536571
0.000000,661,6.456937,-1.498052
0.000000,662,-7.842106,-9.613879
0.000000,663,9.602682,2.953463
0.000000,664,7.278620,3.066471
0.000000,665,-2.024816,8.668611
0.000000,666,2.727827,4.394378
0.000000,667,8.229537,-2.278015
0.000000,668,-2.277989,-2.810179
0.000000,669,-9.836021,6.859890
0.000000,670,4.079421,-7.174138
0.000000,671,-3.572249,5.149863
0.000000,672,-5.508148,-1.134570
0.000000,673,4.957778,6.771608
0.000000,674,8.505695,3.174267
0.000000,675,-8.384422,-3.444486
0.000000,676,5.329726,2.999517
0.000000,677,6.766506,2.994749
0.000000,678,1.446067,3.396273
0.000000,679,0.721669,7.777172
0.000000,680,-2.606629,-9.099471
0.000000,681,5.818509,-2.307224
0.000000,682,-4.915954,4.169975
0.000000,683,-5.488702,3.533074
0.000000,684,2.113873,-3.719140
0.000000,685,3.199993,-0.223320
0.000000,686,-0.500963,3.163441
0.000000,687,-1.506366,9.276119
0.000000,688,-2.531540,-6.133501
0.000000,689,3.794202,0.619219
0.000000,690,6.455870,-9.019146
0.000000,691,0.827274,-9.274650
0.000000,692,-0.173516,-3.747249
0.000000,693,7.310740,1.606665
0.000000,694,0.987547,-4.583474
0.000000,695,7.108666,3.636212
0.000000,696,-5.028519,-1.372679
0.000000,697,-8.983597,-6.520127
0.000000,698,6.752437,-3.707011
0.000000,699,7.870318,-6.024327
0.000000,700,4.883514,-3.260071
0.000000,701,-7.904645,4.852819
0.000000,702,9.831865,-8.136641
0.000000,703,-9.009540,-0.202326
0.000000,704,-3.224888,7.780747
0.000000,705,-1.400086,-2.830137
0.000000,706,1.745749,4.132746
0.000000,707,-1.552784,-7.545462
0.000000,708,5.071474,6.997929
0.000000,709,7.642645,0.356286
0.000000,710,-3.495864,9.465732
0.000000,711,7.407396,4.641442
0.000000,712,3.021708,-3.058911
0.000000,713,-8.611908,8.883633
0.000000,714,9.307222,4.478603
0.000000,715,-1.968825,9.183581
0.000000,716,-7.893727,-2.862423
0.000000,717,-7.810655,-7.163096
0.000000,718,-1.235183,2.282565
0.000000,719,5.939335,-0.162069
0.000000,720,1.544132,1.950821
0.000000,721,-7.243177,8.280006
0.000000,722,3.161419,-5.038234
0.000000,723,-4.808547,9.383585
0.000000,724,6.785259,2.845177
0.000000,725,9.245044,6.463831
0.000000,726,-4.444662,-9.740718
0.000000,727,7.492274,-8.943418
0.000000,728,9.494566,9.814840
0.000000,729,-2.058367,-1.480001
0.000000,730,5.693797,-0.681869
0.000000,731,0.176159,9.115526
0.000000,732,-2.150506,-8.060618
0.000000,733,6.886530,-5.948857
0.000000,734,-3.508609,-8.834551
0.000000,735,9.910406,7.344624
0.000000,736,2.603876,3.132007
0.000000,737,-3.432806,7.272785
0.000000,738,5.614100,-6.150159
0.000000,739,0.715978,7.590118
0.000000,740,2.866496,-2.658563
0.000000,741,4.905646,5.754506
0.000000,742,4.991058,-5.923499
0.000000,743,4.575319,-7.241830
0.000000,744,-8.687293,-6.700605
0.000000,745,0.907712,8.546083
0.000000,746,-7.344020,2.185339
0.000000,747,-6.573601,2.568407
0.000000,748,2.285014,-0.968544
0.000000,749,1.229663,-6.696206
0.000000,750,-1.019048,5.042190
0.000000,751,-1.919976,-4.485478
0.000000,752,6.335094,-9.670149
0.000000,753,1.997405,9.096379
0.000000,754,-4.568864,-2.114450
0.000000,755,-4.822772,0.536772
0.000000,756,-4.567871,-0.482646
0.000000,757,4.806441,-1.016734
0.000000,758,7.892078,-8.449146
0.000000,759,-6.012658,-0.926914
0.000000,760,6.497754,1.572686
0.000000,761,-3.476586,-7.503256
0.000000,762,4.751462,5.375283
0.000000,763,-7.878767,0.142094
0.000000,764,6.631086,0.344903
0.000000,765,-5.766178,9.132859
0.000000,766,-1.296564,9.992545
0.000000,767,2.781536,2.861622
0.000000,768,0.682237,9.039950
0.000000,769,2.489586,-5.657706
0.000000,770,2.203159,-8.742388
0.000000,771,-4.064092,-0.190344
0.000000,772,6.390975,-0.889207
0.000000,773,0.487723,2.804880
0.000000,774,-3.722930,-1.632182
0.000000,775,2.747093,0.672645
